smiles
BOP(=O)(O)COCCn1cnc2c(N)ncnc21
BOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21
BP(=O)(COCCn1cnc2c(N)ncnc21)OP(=O)(O)OP(=O)(O)O
BP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OP(=O)(O)OP(=O)(O)O
BP(=O)(O)CC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1
BP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@@H]1CC[C@H](n2cc(C)c(=O)[nH]c2=O)O1)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@@H]1CC[C@H](n2ccc(N)nc2=O)O1)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@@H]1CC[C@H](n2cnc3c(N)ncnc32)O1)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@@H]1O[C@H](n2cc(C)c(=O)[nH]c2=O)C[C@H]1N=[N+]=[N-])OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
BP(=O)(OC[C@@H]1O[C@H](n2cc(C)c(=O)[nH]c2=O)C[C@H]1N=[N+]=[N-])OP(=O)(O)C(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1F)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-])OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cc(F)c(N)nc2=O)CS1)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)CS1)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(F)(F)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)CP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@H]1O)OP(=O)(O)OP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)CP(=O)(O)O
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)(O)O.N.N.N.N
B[P@@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(F)(F)P(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)CP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O
B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)CP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)(O)O.N.N.N.N
B[P@](=O)(OC[C@H]1O[C@@H](n2c[n+](C)c3c(O)nc(N)nc32)[C@H](O)[C@@H]1O)OP(=O)([O-])OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cc(OC)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O
B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(F)(F)P(=O)(O)O
